"nombreLugar","networkIp","cidr","wanIp","wanCidr","wanIp1","wanIp2","wanBroadcast","enlace"
"ESPIRITU SANTO, ESPARZA, PUNTARENAS. EBAIS DE MOJON, CONTIGUO AL SALON COMUNAL MOJON.
** PUEDEN LLAMAR EN EL SITIO A MARCOS HIDALGO AL 2636-8400 **","10.90.105.0","24","192.168.25.180","30","","","","17373610"
"SALINAS DE ESPARZA CONTIGUO A LA ESCUELA PUBLICA, EBAIS CCSS** EN EL SITIO PUEDEN LLAMAR A HUGO CAMPOS AL 2428-5160 **","10.90.98.0","24","192.168.25.184","30","","","","17368590"
"SAN JERONIMO, ESPARZA, PUNTARENAS. EBAIS DE SAN JERONIMO, 200 AL OESTE DE LA PLAZA DE DEPORTES SAN JERONIMO.
**  PUEDEN PREGUNTAR EN EL SITIO POR YADIRA GONZALEZ **","10.90.100.0","24","192.168.25.188","30","","","","17387110"
"PUNTARENAS, ESPARZA, SAN RAFAEL, CONTIGUO AL SALON COMUNAL ANIKSE, EN EL EBAIS SAN RAFAEL","10.90.106.0","24","192.168.25.196","30","","","","17307112"
"LIMON POCOCI GUAPILES COSTADO OESTE DE LA IGLESIA CATOLICA LA UNION EBAIS LA UNION","10.50.71.0","24","192.168.25.20","30","","","","17356290"
"OROTINA,  FRENTE AL SALON COMUNAL DE OROTINA CENTRO, SUBAREA ALMACENAMIENTO Y DISTRIBUCION.
","10.90.165.0","24","192.168.25.200","30","","","","17373630"
"SAN MATEO, OROTINA, PUNTARENAS. EBAIS SAN MATEO, CONTIGUO AL PLANTEL DEL MOPT EN SAN MATEO CENTRO, ALAJUELA, CARRETERA A SAN JOSE.
** TELEFONO INSTALADO ADEMAS: 2428-8784 **
","10.90.118.0","24","192.168.25.204","30","","","","17342250"
"COYOLAR, OROTINA, PUNTARENAS. EBAIS COYOLAR, DE LA ENTRADA AL BARRIO CORAZON DE MARIA, 200 MTS SUR, CONTIGUO SUPER ELITE, COYOLAR, OROTINA, ALAJUELA.","10.90.116.0","24","192.168.25.208","30","","","","17342240"
"LA URUCA, SAN JOSE. HOSPITAL MEXICO.","10.81.0.0","16","192.168.25.212","30","","","","17375920"
"LIBERIA, GUANACASTE. HOSPITAL ENRIQUE BALTODANO, LIBERIA, BARRIO MORACIA.
** EXTENCIONES EN EL NUM DE REFERENCIA: 1188/ 1164 **","10.31.0.0","16","192.168.25.216","30","","","","17305240"
"NUEVO EDIFICIO DE LA DIRECCION REGIONAL DE SUCURSALES DE LA CCSS, REGION BRUNCA, EN CENTRO COMERCIAL PLAZA VILLA HERRERA, COSTADO SUR DEL MERCADO MUNICIPAL DE PEREZ ZELEDON","10.13.1.0","24","192.168.25.224","30","","","","17369220"
"GUADALUPE, DIR REG CENTRAL, 75 MTS OESTE DE LA CRUZ ROJA, 2DA PLANTA","10.8.1.0","24","192.168.25.228","30","","","","17302453"
"DIRECCION REGIONAL PACIFICO CENTRAL, COSTADO SUR DE LOS TRIBUNALES DE JUSTICIA. PUNTARENAS.","10.90.1.0","24","192.168.25.232","30","","","","17301085"
"DIRECCION REGIONAL CHOROTEGA, DEL BANCO NACIONAL 250MTS AL SUR, GUANACASTE","10.30.1.0","24","192.168.25.236","30","","","","17323620"
"LIMON, POCOCI, ROXANA, 50 METROS NORTE DEL COLEGIO DE LLANO BONITO A UN COSTADO DE LA PLAZA. EBAIS Llano Bonito.","10.50.85.0","24","192.168.25.24","30","","","","17356300"
"DIRECCION REGIONAL HUETAR NORTE , 600 MTS NORTE DEL BANCO POPULAR, CIUDAD QUESADA","10.150.1.0","24","192.168.25.240","30","","","","17354580"
"EN EL EBAIS DE LA ESPERANZA, POCOC CARIARI, LA ESPERANZA CENTRO 50 OESTE DE LA IGLESIA CATICA","10.50.83.0","24","192.168.25.28","30","","","","17356310"
"LIMON, POCOCI, LA RITA 50 METROS ESTE DEL BAR LA SIRENA, EN EL EBAIS EL JARDIN","10.50.82.0","24","192.168.25.36","30","","","","17356330"
"ALAJUELA SAN CARLOS AGUAS ZARCAS FRENTE A LA ESCUELA DE LOS CHILES DE AGUAS ZARCAS","10.150.17.0","24","192.168.25.4","30","","","","17335250"
"LIMON, POCOCI, LA RITA(Imperio) 500 METROS ESTE DE LA PLAZA DEL IMPERIO, EN EBAIS IMPERIO","10.50.40.0","24","192.168.25.40","30","","","","17356340"
"LIMON, MATINA, BATAAN, FRENTE AL CRUCE DE LA LINEA DEL TREN EN 28 MILLAS, EBAIS 28 MILLAS","10.50.32.0","24","192.168.25.44","30","","","","17310580"
"LIMON, BATAAN, MATINA,LUZON 50 METROS OESTE DE LA ESCUELA EN EL EBAIS DE LUZON.","10.50.33.0","24","192.168.25.48","30","","","","17305390"
"LIMON, POCOCI, CARIARI, EN EL EBAIS DE LOS ANGELES CENTRO CENTRO CONTIGUO A LA ESCUELA.","10.50.84.0","24","192.168.25.52","30","","","","17385930"
"LIMON, POCOCI, CARIARI, CONTIGUO A LA ESCUELA DE CARIBE, EBAIS CARIBE,","10.50.81.0","24","192.168.25.56","30","","","","17310860"
"LIMON, POCOCI, CARIARI, DETRAS DEL SALON COMUNAL DE CAMPO 5, EN EBAIS CAMPO 5","10.50.78.0","24","192.168.25.60","30","","","","17310920"
"LIMON, POCOCI, CARIARI, COSTADO SUR DEL ALMACEN EL COLONO, URB. EL LLANO. EBAIS CARIARI 2","10.50.80.0","24","192.168.25.72","30","","","","17310940"
"LIMON, POCOCI, POCORA 200 METROS NORTE, 25 OESTE Y 200 NORTE DEL SALON LOS PILARES, AS POCORA","10.50.59.0","24","192.168.25.76","30","","","","17312190"
"ALAJUELA SAN CARLOS AGUAS ZARCAS CONTIGUO AL COLEGIO GASTON PERALTA EBAIS ALTAMIRA","10.150.18.0","24","192.168.25.8","30","","","","17372510"
"LIMON, GUACIMO, MERCEDES, COSTADO ESTE DE LA PLAZA.  Sede Iroquois","10.50.58.0","24","192.168.25.80","30","","","","17310970"
"LIMON, GUACIMO, DE LA ESCUELA DE SAN LUIS 100 OESTE, EN EL EBAIS SAN LUIS.","10.50.57.0","24","192.168.25.84","30","","","","17310980"
"EN EL EBAIS SAN ANTONIO 500 METROS DEL CENTRO DE SAN ANTONIO EN RUTA A SANTA CLARA","10.50.72.0","24","192.168.25.88","30","","","","17310390"
"CODISA","192.168.255.8","30","192.168.255.0","30","","","","17324822"
"SAN JOSE DESAMPARADOS CC DECOSURE 125M SUR.EN AS DESAMPARADOS 1, CL MARCIAL FALLAS","10.46.8.0","24","192.168.26.108","30","","","","17311460"
"SAN JOSE FRENTE A LA CIA NUMAR BARRIO CUBA, EN AS MATA REDONDA, CLINICA MORENO CA¿AS.","10.46.9.0","24","192.168.26.116","30","","","","17398960"
"HATILLO CENTRO, COSTADO SUR DE LAS INSTALACIONES DE CONSTENLA Y COMPA¿IA.
EN AS HATILLO, CL.DR.SOLON NU¿EZ","10.46.10.0","24","192.168.26.120","30","","","","17311070"
"100 OESTE DE LA TORRE DE EMERGENCIAS DEL CALDERON GUARDIA, 100 OESTE EDIFICIO ESQUINERO DE 3 PLANTAS,EN AS CATEDRAL NORESTE CL CENTRAL","10.46.7.0","24","192.168.26.124","30","","","","17313110"
"150 METROS NORTE DE LA ACTUAL SEDE DEL AREA DE SALUD DE GOICOECHEA 1, FRENTE A LA ENTRADA PRINCIPAL DEL CENTRO COMERCIAL NOVACENTRO, DIAGONAL A BK","10.46.3.0","24","192.168.26.132","30","","","","17311080"
"50 METROS OESTE DEL BANCO POPULAR DE MORAVIA, DIAGONAL AL RESTAURANTE CHEF ORIENTAL, EN AS MORAVIA","10.46.4.0","24","192.168.26.136","30","","","","17312500"
"HOSPITAL CHACON PAUT, 4 KM NORTE DE LA MUNICIPALIDAD DE LA UNION, TRES RIOS, FRENTE A HOGARES CREA **","10.45.0.0","16","192.168.26.140","30","","","","17327330"
"CARTAGO PARAISO COSTADO SUR DEL PARQUE","10.42.101.0","24","192.168.26.144","30","","","","17322890"
"CARTAGO TRES RIOS 50M ESTE DE LA ENTRADA PRINCIPAL DEL CEMENTERIO DE TRES RIOS, EN AS LA UNION ","10.42.63.0","24","192.168.26.148","30","","","","17353940"
"SAN JOSE PURISCAL FRENTE A LA BOMBA HERMANOS ARAYA, EN AS PURISCAL ","10.42.113.0","24","192.168.26.152","30","","","","17353990"
"HEREDIA, DIAGONAL A LAS PISCINAS DEL PALACIO DE LOS DEPORTES","10.70.181.0","24","192.168.26.16","30","","","","17311380"
"SAN JOSE, ASERRI, BARRIO CORAZON DE JESUS, 25 MTS SUROESTE DE LA ERMITA
EN AS ASERRI.","10.42.24.0","24","192.168.26.160","30","","","","17311250"
"SAN JOSE, ALAJUELITA, COSTADO SO DE LA IGLESIA CATOLICA 300 OESTE 100 SUR 100 OESTE NUEVO EBAIS","10.42.11.0","24","192.168.26.164","30","","","","17353550"
"25 SUR DEL COSTADO SURESTE DEL HOSPITAL MAX PERALTA. EN AS CARTAGO ","10.42.35.0","24","192.168.26.168","30","","","","17311490"
"CARTAGO, TURRIALBA, 75 MTS SUR DE PALI, EN AS TURRIALBA","10.42.132.5","24","192.168.26.172","30","","","","17327450"
"600 NORTE Y 100 OESTE DEL LICEO DE TARRAZU","10.42.72.0","24","192.168.26.176","30","","","","17311100"
"CARTAGO CORRALILLO SAN JUAN SUR DIAGONAL AL BCO NACIONAL, EN AS CORRALILLO","10.42.152.0","24","192.168.26.188","30","","","","17329620"
"CARTAGO GUARCO DE ENTRADA PRINCIPAL DEL PARQUE INDUSTRIAL 200M SUR Y 50 ESTE","10.42.50.0","24","192.168.26.192","30","","","","17353960"
"CARTAGO OREAMUNO 400M ESTE DE LA IGLESIA CATOLICA CARRETERA HACIA EL ALTO","10.42.93.0","24","192.168.26.196","30","","","","17353970"
"ALAJUELA BARRIO LOS HIGUERONES, AS ALAJUELA ESTE","10.75.1.0","24","192.168.26.20","30","","","","17311020"
"HOSPITAL DE SAN CARLOS, BA. EL CARMEN, 2 KM NORTE DE LA CATEDRAL DE CUIDAD QUESADA.","10.151.0.0","16","192.168.26.200","30","","","","17353980"
"HOSPITAL DE LOS CHILES, 300 MTS SUR DE COMANDOS LOS CHILES","10.152.1.0","24","192.168.26.204","30","","","","17311110"
"ALAJUELA, DE LA ENTRADA STA ROSA DE POCOSOL 200 SUR, COLOR CELESTE","10.150.27.0","24","192.168.26.212","30","","","","17327320"
"ALAJUELA, SAN CARLOS, AGUAS ZARCAS 150 MTS ESTE DEL BANCO DE COSTA RICA","10.150.15.0","24","192.168.26.216","30","","","","17311220"
"SAN CARLOS 600 SUR DE LA CRUZ ROJA","10.150.44.0","24","192.168.26.220","30","","","","17307050"
"SAN CARLOS, SAN RAFAEL DE GUATUSO 850 SUR DEL BANCO NACIONAL","10.150.22.0","24","192.168.26.224","30","","","","17370260"
"SAN CARLOS FRENTE A LUBRICENTRO RONRON DE FLORENCIA","10.150.11.0","24","192.168.26.228","30","","","","17364850"
"ALAJUELA, SAN CARLOS, QUESADA, CONTIGUO A LA SUSCURSAL DE LA CCSS, ANTIGUO HOSPITAL","10.150.2.0","24","192.168.26.232","30","","","","17398970"
"HEREDIA, STO DOMINGO, 800 NORTE DE LA BASILICA","10.70.23.0","24","192.168.26.24","30","","","","17311740"
"GUANACASTE, TILARAN, 200 MTS OESTE DEL BANCO NACIONAL, EN EL AS DE TILARAN.","10.30.66.0","24","192.168.26.240","30","","","","17311240"
"LA CRUZ DE GUANACASTE, CONTIGUO AL COMANDO NORTE, EN AS LA CRUZ","10.30.73.0","24","192.168.26.244","30","","","","17370270"
"ONTIGUO AL SALON COMUNAL, EN AS DE CARRILLO-FILADELFIA//","10.30.80.0","24","192.168.26.248","30","","","","17364840"
"SAN CARLOS, LA FORTUNA, 75 NORTE DEL BAC SAN JOSE","10.30.9.0","24","192.168.26.252","30","","","","17334280"
"HEREDIA, SN RAFAEL, 50 SUR DE LA CRUZ ROJA, EN AS SAN RAFAEL.","10.70.30.0","24","192.168.26.28","30","","","","17311420"
"EN AS BELEN FLORES, HEREDIA FLORES SN JOAQUIN 75M NORTE DEL PUENTE QUEBRADA SECA CARRETERA PRINCIPAL HACIA ALAJUELA","10.70.38.0","24","192.168.26.32","30","","","","17311440"
"En la Cl¿nica Central de Grecia. Frente a la Entrada Principal del Hospital","10.70.97.0","24","192.168.26.36","30","","","","17308871"
"HOSPITAL DE REHABILITACION (CENARE), DEL JUAN PABLO II, 1 KM AL SUR","10.84.1.0","24","192.168.26.4","30","","","","17311940"
"ALAJUELA SAN RAMON 400MTS NORTE DE LA PARROQUIA, SEDE AREA DE SALUD (CARLO MAGNO, LA SABANA, TREMEDAL, LISIMACO Y REFAEL ESTRADA).","10.70.105.0","24","192.168.26.40","30","","","","17311130"
"ATENAS, CONTIGUO A LA CRUZ ROJA","10.70.89.0","24","192.168.26.44","30","","","","17311390"
"ALAJUELA PALMARES 125M ESTE DEL BANCO NACIONAL","10.70.112.0","24","192.168.26.48","30","","","","17311580"
"ALAJUELA POAS 150M ESTE DE LA IGLESIA, EN EL AS DE POAS.","10.70.16.0","24","192.168.26.52","30","","","","17316440"
"ALAJUELA VALVERDE VEGA SARCHI NORTE COSTADO NORTE DE LA GASOLINERA DE SARCHI NORTE.CONTACTO ALEJANDRO SANCHEZ CASTRO Tel¿fono 2454-1260 (ADMINISTRADOR)","10.70.175.0","24","192.168.26.56","30","","","","17353910"
"Alajuela, Gu¿cima. Cl¿nica m¿dica de la Reforma. ","10.70.183.0","24","192.168.26.60","30","","","","17325050"
"ALAJUELA ALFARO RUIZ ZARCERO 100M NORTE DEL PARQUE 100 OESTE Y 25 NORTE, EN EL AS SE ZARCERO.","10.70.2.0","24","192.168.26.64","30","","","","17372300"
"HEREDIA, GUARARI, 1KM OESTE DE LOS SEMAFOROS DEL MALL LAS FLORES, COSTADO NORTE DE LA ESCUELA, AREA DE SALUD HEREDIA VIRILLA
","10.70.84.0","24","192.168.26.72","30","","","","17358750"
"ALAJUELA SAN RAFAEL 50M NORTE DE LA ESQUINA NORESTE DEL SALON PASTORAL, EN EL EBAIS SAN RAFAEL SUR & ESTE.","10.70.66.0","24","192.168.26.76","30","","","","17322880"
"GRECIA, BARRIO LOS PINOS, HOSP. SAN FCO DE ASIS","10.72.1.0","24","192.168.26.8","30","","","","17311370"
"EN EL AS DE ALAJUELA OESTE; ALAJUELA, DE LA IGLESIA CATOLICA DE BARRIO SAN JOSE 1KM NORTE Y 150 SUR, FTE A BOMBA CHAMO.","10.70.46.0","24","192.168.26.80","30","","","","17312510"
"ALAJUELA BARRIO LOS HIGUERONES, EN AS ALAJUELA NORTE ","10.70.148.0","24","192.168.26.88","30","","","","17311040"
"HEREDIA SARAPIQUI PUERTO VIEJO FRENTE AL MINISTERIO DE SALUD, EN EL AS DE PUERTO VIEJO.","10.70.141.0","24","192.168.26.92","30","","","","17353930"
"HEREDIA HORQUETAS DE SARAPIQUI, 50 OESTE DE LA GAR, EN AS HORQUETAS DE SARAPIQUI","10.70.160.0","24","192.168.26.96","30","","","","17311050"
"SAN CARLOS, 50 SUR Y 50 ESTE DEL BCR","10.150.16.0","24","192.168.27.0","30","","","","17341640"
"PUNTARENAS EN LA SUCURSAL DE LA CCSS SOBRE LA CARRETERA INTERAMERICANA","10.90.59.0","24","192.168.27.100","30","","","","17369460"
"75 SUR DE LOS TRIBUNALES DE JUSTICIA EN PUNTARENAS CENTRO, EN EBAIS SAN RAFAEL DE PUNTARENAS ","10.90.54.0","24","192.168.27.104","30","","","","17311340"
"COSTADO NORTE DEL COLEGIO DE CHACARITA 175 ESTE","10.90.75.0","24","192.168.27.108","30","","","","17329910"
"500 NORTE Y 300 ESTE DEL HOTEL CASTA¿UELAS, EN AS ESPARZA ","10.90.94.0","24","192.168.27.116","30","","","","17311150"
"GUANACASTE, ABANGARES, EN EL CENTRO DE COLORADO","10.30.95.0","24","192.168.27.12","30","","","","17372290"
"OROTINA CENTRO DETRAS DE LA IGLESIA CATOLICA, EN AS OROTINA ","10.90.111.0","24","192.168.27.120","30","","","","17311030"
"PUNTARENAS AGUIRRE QUEPOS EDIF ADM FRENTE A BUDGET RENTACAR 
EDIF 2 PLANTAS COLOR BLANCO
EN EDIFICIO ADM AS QUEPOS ","10.90.146.0","24","192.168.27.128","30","","","","17329610"
"DETRAS DE LA PLAZA DE DEPORTES, EN AS GARABITO ","10.90.129.0","24","192.168.27.132","30","","","","17311160"
"UPALA, ALAJUELA. HOSPITAL DE UPALA, 200 MTS SUR DEL COLEGIO AGROPECUARIO.","10.33.0.0","16","192.168.27.144","30","","","","17395010"
"GUADALUPE, 50 NORTE DEL CRUCE, CONTIGUO A NOVACENTRO, EN AS GOICOECHEA 2, CL JIMENEZ NU¿EZ","10.6.1.0","24","192.168.27.148","30","","","","17311350"
"GUANACASTE, BAGACES, AREA DE SALUD BAGACES FRENTE A SERVICENTRO BAGACES","10.30.61.0","24","192.168.27.152","30","","","","17330480"
"LIMON, CENTRAL, BARRIO LOS COCOS, 50 MTS ESTE DESPUES DEL PUENTE, EN EL EBAIS LIMON.","10.50.16.0","24","192.168.27.16","30","","","","17311120"
"HOSPITAL PSIQUIATRICO, PAVAS, DE LA EMBAJADA AMERICANA 1KM AL OESTE","10.124.1.0","24","192.168.27.164","30","","","","17359320"
"350 ESTE DE LA IGLESIA CATOLICA DE GRECIA, FRENTE A BOMBEROS","10.70.182.0","24","192.168.27.176","30","","","","17322260"
"ALAJUELA ANTIGUO HOSPITAL FRENTE AL PARQUE PALMARES","10.77.1.0","24","192.168.27.180","30","","","","17329600"
"CARTAGO, SAN JUAN SUR DE CORRALILLO, DIAGONAL AL BANCO NACIONAL, EDIFICIO DE DOS PLANTAS, EN EL EDICIFIO DE LA PROVEDURIA DE LA CCSS","10.42.161.0","24","192.168.27.184","30","","","","17328170"
"Limón, Central, en las antiguas instalaciones de DHL","10.50.17.0","24","192.168.27.188","30","","","","17361900"
"Provincia Lim¿n- Cant¿n ¿Lim¿n- Distrito- Lim¿n, ubicado diagonal al  Restaurante Lon Pin, Pueblo Nuevo, 
","10.50.20.0","24","192.168.27.192","30","","","","17361910"
"LIMON CORALES N. 2 FRENTE A LA IGLESIA SN FRANCISCO DE ASIS, EN EL EBAIS CORALES","10.50.21.0","24","192.168.27.196","30","","","","17324140"
"LIMON, GUAPILES, COSTADO ESTE DEL HOTEL TALAMANCA, SOBRE LA PISTA, EN EL CENTRO DE GUAPILES","10.50.63.0","24","192.168.27.20","30","","","","17311200"
"LIMON BO. SANTA EDUVIGES CASA COMUNAL","10.50.22.0","24","192.168.27.200","30","","","","17361920"
"LIMON BO. COLON FRENTE A LA ESCUELA.
EN EBAIS CRISTOBAL COLON ","10.50.23.0","24","192.168.27.204","30","","","","17361930"
"LIMON VILLA DEL MAR DETRAS DE LA IGLESIA CATOLICA, AREA DE SALUD VILLA DEL MAR.","10.50.24.0","24","192.168.27.208","30","","","","17324190"
"LIMON CRUCE DE LA BOMBA 100 OESTE Y 75 SUR EBAIS DE RIO BANANO.","10.50.26.0","24","192.168.27.216","30","","","","17384890"
"EBAIS BANANITO,LIMON BANANITO SUR CONTIGUO ANTIGUO BCO NACIONAL","10.50.27.0","24","192.168.27.220","30","","","","17381720"
"ALAJUELA ANTIGUO HOSPITAL DE ALAJUELA FRENTE AL PARQUE PALMARES","10.11.2.0","24","192.168.27.224","30","","","","17313142"
"SAN JOSE, ACOSTA, GUAITIL, 100 MTS OESTE DE LA ESCUELA DE GUAITIL","10.42.8.0","24","192.168.27.232","30","","","","17302140"
